tweet_id,timestamp,source,rating_numerator,rating_denominator,name,img_num,retweet_count,favorite_count,dog_stages,tweet_url,tweet_text,pred_dog_breed,prediction
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,13,10,Koko,1,5203,29900,,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",golden_retriever,True
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,12,10,Rey,1,3533,24773,,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,Weimaraner,True
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,13,10,Gary,1,11099,51522,,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,Saluki,True
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,14,10,unknown,1,16570,50199,pupper,https://t.co/ghXBIIeQZF,(IG: puffie_the_chow) ,Samoyed,True
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,12,10,unknown,1,3989,21734,,https://t.co/WiAMbTkDPf,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,Pembroke,True
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,12,10,Bella,1,6546,29075,,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,golden_retriever,True
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,12,10,Jesse,1,4436,27640,,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,Chihuahua,True
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,11,10,unknown,1,4533,28150,,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,miniature_pinscher,True
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,13,10,Romeo,3,3642,22667,,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,basset,True
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,12,10,Bailey,1,3323,23822,,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,German_short-haired_pointer,True
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,13,10,Duddles,1,45849,107956,,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,English_springer,True
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,12,10,Jack,1,3261,17099,,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,Labrador_retriever,True
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,13,10,Beau,1,2812,19317,,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,vizsla,True
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,13,10,Snoopy,2,4319,19763,puppo,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,Italian_greyhound,True
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,13,10,Shadow,1,1349,7913,,https://t.co/245xJJElsY https://t.co/lUiQH219v6,https://t.co/245xJJElsY ,basset,True
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,14,10,Emmy,1,7181,42876,,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,French_bulldog,True
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,13,10,Aja,2,17300,71144,,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,Chesapeake_Bay_retriever,True
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,12,10,Penny,1,3994,23258,,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,basset,True
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,13,10,Dante,1,5414,27907,,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",Saluki,True
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,12,10,Nelly,1,5880,27755,,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,Pembroke,True
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,12,10,Ginger,1,3506,21125,pupper,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,bloodhound,True
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,13,10,Benedict,1,2511,19163,,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,golden_retriever,True
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,13,10,Venti,1,4903,28490,,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",Bernese_mountain_dog,True
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,13,10,Goose,1,4497,25773,,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",Labrador_retriever,True
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,13,10,Nugget,1,5081,22185,,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,Siberian_husky,True
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,12,10,unknown,2,4922,26022,,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,West_Highland_white_terrier,True
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,12,10,Cash,1,4875,28439,,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,Labrador_retriever,True
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,13,10,Jed,1,4308,26651,pupper,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,cocker_spaniel,True
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,12,10,unknown,1,4125,23134,,https://t.co/pwY9PQhtP2,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",flat-coated_retriever,True
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,13,10,Sebastian,2,11007,35501,puppo,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",Cardigan,True
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,13,10,unknown,1,4143,24837,,https://t.co/mNuMH9400n,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",Newfoundland,True
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,12,10,Sierra,1,1667,7467,pupper,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,https://t.co/Xp01EU3qyD ,vizsla,True
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,12,10,unknown,2,5669,28031,doggo,https://t.co/EMYIdoblMR,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,Labrador_retriever,True
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,13,10,unknown,3,3884,15029,,https://t.co/17FVMl4VZ5,Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ,pug,True
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,13,10,Monkey,1,3911,21309,,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,cocker_spaniel,True
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,12,10,unknown,1,9429,41606,,https://t.co/BZHiKx3FpQ,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,Pembroke,True
872261713294495745,2017-06-07 01:19:32+00:00,Twitter for iPhone,13,10,Harry,2,6649,35085,,https://t.co/ejHvGDfWoa,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,Labrador_retriever,True
872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,12,10,Kody,1,8549,35324,,https://t.co/PKSpmiefwN,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,pug,True
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,13,10,Lassie,1,11918,39090,,https://t.co/uK6PNyeh9w,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,Shetland_sheepdog,True
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,12,10,Rover,2,3678,20787,pupper,https://t.co/AiVljI6QCg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,Labrador_retriever,True
871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,12,10,Napolean,2,3628,20730,doggo,https://t.co/PR7B7w1rUw,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,komondor,True
871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,13,10,Boomer,1,3999,23255,,https://t.co/noNpY2Laoo,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",kelpie,True
870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,13,10,Cody,4,2817,12819,,https://t.co/42ryYRQ2Q4,Help Cody here: https://t.co/4hxnDOt1CV ,Pembroke,True
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,13,10,Zoey,1,27680,85011,,https://t.co/T1xlgaPujm,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,golden_retriever,True
870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,13,10,Rumble,2,4384,22453,,https://t.co/MVQCzrF1g9,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",Greater_Swiss_Mountain_dog,True
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,13,10,Dewey,1,10663,43710,,https://t.co/HciEaJkC4D,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",Pembroke,True
869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,13,10,Stanley,1,6728,29116,,https://t.co/vmCu3PFCQq,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,Pembroke,True
869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,12,10,Scout,1,3327,16476,doggo,https://t.co/DsA2hwXAJo,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,Chihuahua,True
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,13,10,Gizmo,1,4023,21112,,https://t.co/IoR3n1fiiQ,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,Pembroke,True
868880397819494401,2017-05-28 17:23:24+00:00,Twitter for iPhone,14,10,Walter,1,12518,55098,,https://t.co/r28jFx9uyF,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,French_bulldog,True
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,13,10,unknown,1,6275,28295,,https://t.co/yeaH8Ej5eM,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,Labrador_retriever,True
868552278524837888,2017-05-27 19:39:34+00:00,Twitter for iPhone,12,10,Cooper,1,2240,10539,,https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi,https://t.co/ZMTE4Mr69f ,whippet,True
867900495410671616,2017-05-26 00:29:37+00:00,Twitter for iPhone,12,10,unknown,1,4439,24964,,https://t.co/JMhDNv5wXZ,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",Labrador_retriever,True
867774946302451713,2017-05-25 16:10:44+00:00,Twitter for iPhone,13,10,Harold,2,7788,35179,,https://t.co/ZYg3NZGICa,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,Border_collie,True
867421006826221569,2017-05-24 16:44:18+00:00,Twitter for iPhone,12,10,Shikha,1,2697,16755,puppo,https://t.co/XZlZKd73go,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,Eskimo_dog,True
867051520902168576,2017-05-23 16:16:06+00:00,Twitter for iPhone,13,10,unknown,1,8425,33420,,https://t.co/M5Rz0R8SIQ,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",Samoyed,True
866686824827068416,2017-05-22 16:06:55+00:00,Twitter for iPhone,12,10,Lili,1,3727,20070,,https://t.co/9b9J46E86Z,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,flat-coated_retriever,True
866450705531457537,2017-05-22 00:28:40+00:00,Twitter for iPhone,13,10,Jamesy,2,32883,106827,pupper,https://t.co/wk7TfysWHr,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",French_bulldog,True
866334964761202691,2017-05-21 16:48:45+00:00,Twitter for iPhone,12,10,Coco,1,15546,54720,,https://t.co/W86h5dgR6c,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,Samoyed,True
865718153858494464,2017-05-19 23:57:46+00:00,Twitter for iPhone,13,10,Boomer,1,6008,26640,,https://t.co/pozUoHLkGg,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",golden_retriever,True
865359393868664832,2017-05-19 00:12:11+00:00,Twitter for iPhone,13,10,Sammy,2,5384,27530,,https://t.co/g20EmqK7vc,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,Chesapeake_Bay_retriever,True
865006731092295680,2017-05-18 00:50:50+00:00,Twitter for iPhone,13,10,Nelly,1,8209,29063,,https://t.co/LbkG5CiM7o,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,Pembroke,True
864279568663928832,2017-05-16 00:41:21+00:00,Twitter for iPhone,12,10,Meatball,1,3266,15195,,https://t.co/S2HdmFFPck,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,bull_mastiff,True
864197398364647424,2017-05-15 19:14:50+00:00,Twitter for iPhone,13,10,Paisley,4,9616,31459,,https://t.co/cPq9fYvkzr,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,golden_retriever,True
863553081350529029,2017-05-14 00:34:33+00:00,Twitter for iPhone,13,10,Neptune,1,4489,15935,,https://t.co/tordvmaaop,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,Eskimo_dog,True
863432100342583297,2017-05-13 16:33:49+00:00,Twitter for iPhone,12,10,Belle,1,5664,24829,,https://t.co/fGQUzR8w3H,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup ,Staffordshire_bullterrier,True
863062471531167744,2017-05-12 16:05:02+00:00,Twitter for iPhone,13,10,Quinn,2,2687,8945,,https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt,https://t.co/MOBkQnyHib ,French_bulldog,True
